-209.38,-22.65,-39.05,90.29,89.46,-28.3,0.0
-210.161,-22.556,-38.932,90.843,90.649,-28.504,0.0
-212.947,-22.101,-38.515,92.97,95.047,-29.121,0.0
-216.973,-21.08,-37.879,96.775,102.018,-29.598,0.0
-221.116,-19.46,-36.963,103.057,110.798,-29.017,0.0
-223.462,-17.992,-35.567,113.127,119.413,-26.09,0.0
-222.422,-17.968,-33.899,127.187,124.901,-20.51,0.0
-219.081,-19.279,-33.047,140.92,126.008,-14.946,0.0
-215.638,-20.768,-33.225,151.311,124.842,-11.225,0.0
-213.197,-21.823,-33.832,157.782,123.352,-9.287,0.0
-212.16,-22.261,-34.208,160.386,122.595,-8.614,0.0
-212.135,-22.272,-34.218,160.451,122.576,-8.599,0.0
-212.135,-22.272,-34.218,160.451,122.576,-8.599,0.0
-212.135,-22.272,-34.218,160.451,122.576,-8.599,0.0
-212.135,-22.272,-34.218,160.451,122.576,13.319,0.0
-212.135,-22.272,-34.218,160.451,122.576,50.062,0.0
-212.135,-22.272,-34.218,160.451,122.576,86.084,0.0
-212.135,-22.272,-34.218,160.451,122.576,122.827,0.0
-212.135,-22.272,-34.218,160.451,122.576,158.84,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.084,-21.568,-34.91,160.451,122.572,171.349,0.0
-211.83,-18.069,-38.473,160.477,122.441,171.138,0.0
-211.397,-12.014,-45.108,160.621,121.774,170.962,0.0
-210.875,-4.378,-54.297,160.954,120.162,171.071,0.0
-210.516,1.256,-61.63,161.281,118.454,171.367,0.0
-210.341,4.177,-65.605,161.467,117.406,171.583,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.32,4.067,-65.557,161.479,117.342,171.586,0.0
-210.368,0.717,-61.571,161.37,117.959,171.402,0.0
-210.441,-5.419,-54.685,161.237,118.689,171.197,0.0
-210.501,-14.817,-45.21,161.221,118.779,171.226,0.0
-210.469,-24.626,-36.702,161.445,117.537,171.668,0.0
-210.364,-31.913,-31.261,161.742,115.756,172.221,0.0
-210.264,-36.154,-28.422,161.951,114.396,172.61,0.0
-210.242,-36.976,-27.899,161.993,114.106,172.69,0.0
-210.242,-36.976,-27.899,161.993,114.106,172.69,0.0
-210.242,-36.976,-27.899,161.993,114.106,172.69,0.0
-210.242,-36.976,-27.899,161.993,114.106,171.188,0.0
-210.242,-36.976,-27.899,161.993,114.106,139.245,0.0
-210.242,-36.976,-27.899,161.993,114.106,103.222,0.0
-210.242,-36.976,-27.899,161.993,114.106,67.2,0.0
-210.242,-36.976,-27.899,161.993,114.106,30.457,0.0
-210.242,-36.976,-27.899,161.993,114.106,-3.743,0.0
-210.385,-36.895,-27.843,161.709,114.246,-7.328,0.0
-211.877,-36.024,-27.331,158.693,115.676,-7.606,0.0
-214.962,-34.03,-26.698,151.97,118.438,-8.776,0.0
-218.707,-31.241,-26.779,142.395,121.166,-11.509,0.0
-221.61,-28.653,-27.767,132.664,122.263,-15.19,0.0
-223.32,-26.566,-29.331,123.539,121.486,-19.116,0.0
-223.722,-25.061,-31.175,115.295,118.864,-22.754,0.0
-222.817,-24.158,-32.99,108.393,114.737,-25.59,0.0
-220.69,-23.678,-34.704,102.56,109.302,-27.548,0.0
-217.332,-23.401,-36.345,97.488,102.609,-28.608,0.0
-213.328,-22.04,-37.098,94.506,96.531,-30.395,0.0
-210.882,-18.777,-37.691,92.255,92.55,-33.456,0.0
-210.458,-14.258,-38.728,89.724,90.366,-37.015,0.0
-211.112,-7.568,-39.547,89.243,90.815,-42.891,0.0
-211.697,-0.381,-41.201,88.73,91.126,-48.43,0.0
-212.199,6.759,-43.515,88.238,91.316,-53.265,0.0
-212.512,11.662,-45.457,87.912,91.397,-56.23,0.0
-212.633,13.659,-46.328,87.783,91.421,-57.358,0.0
-212.637,13.729,-46.359,87.778,91.422,-57.397,0.0
-212.637,13.729,-46.359,87.778,91.422,-57.397,0.0
-212.314,13.715,-46.339,88.051,91.247,-57.397,0.0
-209.981,13.67,-46.273,90.016,89.99,-57.397,0.0
-205.39,13.85,-46.538,93.883,87.512,-57.396,0.0
-199.23,14.662,-47.743,99.056,84.146,-57.383,0.0
-193.371,16.082,-49.867,103.94,80.843,-57.337,0.0
-187.844,18.072,-52.881,108.487,77.568,-57.222,0.0
-182.608,20.64,-56.833,112.694,74.236,-56.99,0.0
-177.895,23.648,-61.54,116.342,70.949,-56.606,0.0
-173.596,27.12,-67.066,119.48,67.601,-56.017,0.0
-169.615,31.142,-73.581,122.118,64.074,-55.143,0.0
-166.294,35.296,-80.412,124.0,60.688,-54.027,0.0
-164.306,38.24,-85.305,124.91,58.404,-53.103,0.0
-163.553,39.466,-87.353,125.197,57.477,-52.685,0.0
-163.537,39.493,-87.398,125.203,57.457,-52.675,0.0
-163.537,39.493,-87.398,125.203,57.457,-52.675,0.0
-163.537,39.493,-87.398,125.203,57.457,-52.675,0.0
-163.54,39.499,-87.409,125.198,57.457,-52.67,0.0
-163.967,40.256,-88.617,124.561,57.459,-52.015,0.0
-164.522,41.283,-90.263,123.718,57.458,-51.13,0.0
-165.056,42.319,-91.927,122.892,57.451,-50.243,0.0
-165.58,43.384,-93.643,122.067,57.439,-49.335,0.0
-166.093,44.481,-95.417,121.24,57.422,-48.405,0.0
-166.606,45.635,-97.288,120.395,57.398,-47.431,0.0
-166.822,46.139,-98.108,120.032,57.386,-47.006,0.0
-166.822,46.139,-98.108,120.032,57.386,-47.006,0.0
-166.822,46.139,-98.108,120.032,57.386,-47.006,0.0
-166.822,46.139,-98.108,120.032,57.386,-47.006,0.0
-166.822,46.139,-98.108,120.032,57.386,-47.006,0.0
-166.874,46.048,-97.954,120.022,57.453,-47.047,0.0
-167.793,44.484,-95.312,119.808,58.612,-47.725,0.0
-170.009,41.129,-89.669,119.047,61.208,-49.068,0.0
-173.421,36.869,-82.556,117.403,64.76,-50.562,0.0
-177.251,33.05,-76.245,115.122,68.267,-51.703,0.0
-181.398,29.766,-70.88,112.333,71.652,-52.538,0.0
-185.96,26.938,-66.315,109.024,75.022,-53.147,0.0
-190.748,24.676,-62.704,105.382,78.28,-53.56,0.0
-195.815,22.932,-59.948,101.41,81.516,-53.833,0.0
-201.109,21.728,-58.061,97.182,84.746,-53.997,0.0
-206.655,20.914,-56.937,92.707,88.033,-54.023,0.0
-211.011,16.395,-53.98,89.199,90.617,-52.419,0.0
-211.749,8.821,-49.704,88.677,91.145,-49.13,0.0
-211.3,0.897,-45.892,89.081,90.919,-45.012,0.0
-210.797,-6.776,-42.887,89.484,90.607,-40.339,0.0
-210.218,-14.182,-40.664,89.875,90.178,-35.154,0.0
-209.706,-19.651,-39.495,90.151,89.747,-30.854,0.0
-209.425,-22.276,-39.096,90.276,89.495,-28.629,0.0
-209.382,-22.654,-39.048,90.293,89.456,-28.299,0.0
-209.382,-22.654,-39.048,90.293,89.456,-28.299,0.0
-209.382,-22.654,-39.048,90.293,89.456,-28.299,0.0
